"time","sut.crane_angle","sut.control_force","sut.m_load","sut.desired_angle"
4.87,-0.1366757814781291,57.92190825862298,5,0
4.88,-0.13706282361695243,58.06355710770777,5,0
4.89,-0.13745018766564185,58.2037298700013,5,0
4.9,-0.13783771806434042,58.34239807199275,5,0
4.91,-0.13822534186689955,58.479549349297834,5,0
4.92,-0.13861294939441424,58.61516419679304,5,0
4.93,-0.1390004302465637,58.749222947918135,5,0
4.94,-0.13938767316586567,58.88170572056107,5,0
4.95,-0.13977456590193,59.012592362942584,5,0
4.96,-0.1401610175238836,59.14188388721049,5,0
4.97,-0.14054691342209652,59.26955947227235,5,0
4.98,-0.14093213889280673,59.395599115157864,5,0
4.99,-0.1413165829364738,59.519987342680025,5,0
5,-0.1417001338550086,59.64270907286315,5,0
5.01,-0.14208267917747752,59.763749619649055,5,0
5.02,-0.14246413313047399,59.8830994980019,5,0
5.03,-0.14284447304483008,60.00076078641043,5,0
5.04,-0.1432235520202275,60.11671449631624,5,0
5.05,-0.1436012794396891,60.23095204926944,5,0
5.06,-0.1439775675069505,60.34346597728324,5,0
5.07,-0.14435233143108908,60.45424997266477,5,0
5.08,-0.14472548961115247,60.56329893784598,5,0
5.09,-0.1450969434554901,60.67059553494337,5,0
5.1,-0.14546661621642898,60.77613585692403,5,0
5.11,-0.14583443651158845,60.8799184312311,5,0
5.12,-0.14620033098813132,60.981939284313796,5,0
5.13,-0.14656422946277617,61.08219527641005,5,0
5.14,-0.14692606504667646,61.180684111768784,5,0
5.15,-0.1472857567426813,61.27739908462406,5,0
5.16,-0.14764316946141046,61.3723170431314,5,0
5.17,-0.147998273207432,61.46544617209115,5,0
5.18,-0.1483509958997393,61.556781761738335,5,0
5.19,-0.1487012663368766,61.64631908461286,5,0
5.2,-0.14904901412278296,61.734053346003556,5,0
5.21,-0.14939416959263546,61.81997963439208,5,0
5.22,-0.14973662953189332,61.904094972050046,5,0
5.23,-0.15007631815836234,61.98639451688866,5,0
5.24,-0.15041316820700054,62.06687266966271,5,0
5.25,-0.1507471007828666,62.14552425680584,5,0
5.26,-0.15107803565173045,62.22234384452143,5,0
5.27,-0.15140589105798483,62.29732569585303,5,0
5.28,-0.15173060289356782,62.370469608314565,5,0
5.29,-0.15205219628843125,62.441802681852536,5,0
5.3,-0.1523705449015983,62.51130618244719,5,0
5.31,-0.15268558606027754,62.57898093293159,5,0
5.32,-0.15299725885634594,62.64482851359786,5,0
